Index,Carat,Cut,Color,Clarity,Depth,Table,Price,x,y,z,Size,Cut_number_classification,Color_number_classification,Clarity_number_classification
33410,"0,28",Premium,E,VVS1,"61,1","60,0",828,"4,21","4,17","2,56","44,94",4,6,7
33411,"0,28",Premium,E,VVS1,"61,3","60,0",828,"4,21","4,18","2,57","45,23",4,6,7
33412,"0,32",Ideal,G,VS1,"60,8","57,0",828,"4,42","4,39","2,68","52,0",5,4,5
33414,"0,32",Premium,H,VVS2,"61,0","58,0",828,"4,44","4,41","2,7","52,87",4,3,6
33415,"0,32",Premium,H,VVS2,"61,6","55,0",828,"4,44","4,42","2,73","53,58",4,3,6
33416,"0,32",Premium,H,VVS2,"60,2","60,0",828,"4,48","4,45","2,69","53,63",4,3,6
33417,"0,32",Premium,H,VVS2,"62,3","58,0",828,"4,37","4,33","2,71","51,28",4,3,6
33418,"0,32",very Good,H,VVS2,"63,4","56,0",828,"4,37","4,34","2,76","52,35",3,3,6
33419,"0,32",Premium,H,VVS2,"62,1","58,0",828,"4,39","4,34","2,71","51,63",4,3,6
33420,"0,32",Ideal,H,VVS2,"62,9","57,0",828,"4,39","4,36","2,75","52,64",5,3,6
33421,"0,32",Ideal,H,VVS2,"61,9","55,0",828,"4,39","4,37","2,71","51,99",5,3,6
33422,"0,32",Ideal,H,VVS2,"61,7","56,0",828,"4,42","4,37","2,71","52,34",5,3,6
33423,"0,32",Ideal,H,VVS2,"61,8","55,0",828,"4,42","4,38","2,72","52,66",5,3,6
33424,"0,32",Ideal,H,VVS2,"61,8","55,0",828,"4,42","4,38","2,72","52,66",5,3,6
33425,"0,32",Ideal,H,VVS2,"62,0","55,0",828,"4,42","4,39","2,73","52,97",5,3,6
33426,"0,32",Ideal,H,VVS2,"61,2","56,0",828,"4,43","4,4","2,7","52,63",5,3,6
33427,"0,32",Premium,G,VS1,"59,2","59,0",828,"4,47","4,45","2,64","52,51",4,4,5
33428,"0,32",Ideal,G,VS1,"61,3","55,0",828,"4,46","4,42","2,72","53,62",5,4,5
33429,"0,32",Ideal,G,VS1,"60,5","56,0",828,"4,44","4,42","2,68","52,59",5,4,5
33430,"0,32",Ideal,G,VS1,"61,2","56,0",828,"4,44","4,42","2,71","53,18",5,4,5
33431,"0,32",Ideal,G,VS1,"61,8","55,0",828,"4,45","4,42","2,74","53,89",5,4,5
33432,"0,32",Premium,G,VS1,"62,1","56,0",828,"4,43","4,4","2,74","53,41",4,4,5
33433,"0,32",Premium,G,VS1,"60,6","60,0",828,"4,44","4,4","2,68","52,36",4,4,5
33434,"0,32",Premium,G,VS1,"62,1","55,0",828,"4,44","4,41","2,75","53,85",4,4,5
33435,"0,32",Ideal,G,VS1,"61,2","56,0",828,"4,45","4,41","2,71","53,18",5,4,5
33436,"0,32",Ideal,G,VS1,"62,1","55,0",828,"4,42","4,4","2,74","53,29",5,4,5
33437,"0,32",Ideal,G,VS1,"61,2","57,0",828,"4,43","4,4","2,7","52,63",5,4,5
33438,"0,32",Premium,G,VS1,"61,3","62,0",828,"4,42","4,39","2,7","52,39",4,4,5
33439,"0,32",Premium,G,VS1,"61,0","59,0",828,"4,43","4,39","2,69","52,31",4,4,5
33440,"0,32",Ideal,G,VS1,"61,7","55,0",828,"4,43","4,39","2,72","52,9",5,4,5
33441,"0,32",Ideal,G,VS1,"61,9","55,0",828,"4,43","4,39","2,73","53,09",5,4,5
33442,"0,32",Ideal,G,VS1,"61,6","57,0",828,"4,42","4,38","2,71","52,46",5,4,5
33443,"0,32",Ideal,G,VS1,"62,8","54,0",828,"4,41","4,38","2,76","53,31",5,4,5
33444,"0,32",Ideal,G,VS1,"61,6","56,0",828,"4,42","4,38","2,71","52,46",5,4,5
33445,"0,32",Ideal,G,VS1,"62,1","55,0",828,"4,41","4,38","2,73","52,73",5,4,5
33446,"0,32",Premium,G,VS1,"61,7","58,0",828,"4,41","4,38","2,71","52,35",4,4,5
33447,"0,32",Ideal,G,VS1,"62,9","57,0",828,"4,4","4,37","2,76","53,07",5,4,5
33448,"0,32",Ideal,G,VS1,"61,7","55,0",828,"4,41","4,37","2,71","52,23",5,4,5
33449,"0,32",Ideal,G,VS1,"62,0","56,0",828,"4,41","4,37","2,72","52,42",5,4,5
33450,"0,32",Ideal,G,VS1,"63,0","55,0",828,"4,38","4,35","2,75","52,4",5,4,5
33451,"0,32",Ideal,G,VS1,"62,0","56,0",828,"4,39","4,35","2,71","51,75",5,4,5
33452,"0,32",Premium,G,VS1,"62,4","58,0",828,"4,4","4,35","2,73","52,25",4,4,5
33453,"0,32",Premium,G,VS1,"61,4","58,0",828,"4,4","4,36","2,69","51,6",4,4,5
33454,"0,32",Premium,G,VS1,"62,1","58,0",828,"4,39","4,37","2,72","52,18",4,4,5
33455,"0,32",Ideal,G,VS1,"62,3","54,0",828,"4,39","4,37","2,73","52,37",5,4,5
33456,"0,32",Ideal,G,VS1,"62,3","56,0",828,"4,39","4,37","2,73","52,37",5,4,5
33457,"0,32",very Good,G,VS1,"63,2","55,0",828,"4,39","4,37","2,77","53,14",3,4,5
33458,"0,32",Ideal,G,VS1,"61,3","57,0",828,"4,4","4,37","2,69","51,72",5,4,5
33459,"0,32",Ideal,G,VS1,"62,3","55,0",828,"4,4","4,37","2,73","52,49",5,4,5
33460,"0,32",Premium,G,VS1,"62,8","58,0",828,"4,39","4,34","2,74","52,2",4,4,5
33461,"0,32",Premium,G,VS1,"61,8","60,0",828,"4,36","4,35","2,69","51,02",4,4,5
33462,"0,32",Premium,G,VS1,"62,8","59,0",828,"4,37","4,33","2,73","51,66",4,4,5
33505,"0,32",Ideal,G,VS1,"61,2","56,0",828,"4,43","4,39","2,7","52,51",5,4,5
33506,"0,32",Premium,G,VS1,"62,5","60,0",828,"4,35","4,29","2,7","50,39",4,4,5
33508,"0,44",Premium,G,VS2,"60,6","58,0",828,"4,9","4,96","2,99","72,67",4,4,4
33509,"0,4",very Good,J,IF,"62,7","60,0",828,"4,64","4,7","2,93","63,9",3,1,8
33510,"0,4",very Good,J,IF,"62,2","61,0",828,"4,68","4,71","2,92","64,36",3,1,8
33511,"0,4",Ideal,J,IF,"62,4","56,0",828,"4,71","4,74","2,95","65,86",5,1,8
33513,"0,4",Ideal,J,IF,"62,6","56,0",828,"4,71","4,75","2,96","66,22",5,1,8
33514,"0,32",Premium,D,VS2,"58,8","59,0",829,"4,52","4,49","2,65","53,78",4,7,4
33516,"0,42",very Good,I,SI1,"63,5","54,0",829,"4,76","4,72","3,01","67,63",3,2,3
33517,"0,33",Premium,E,VS2,"62,0","60,0",829,"4,46","4,41","2,75","54,09",4,6,4
33520,"0,41",Ideal,H,VS1,"61,6","57,0",829,"4,77","4,81","2,95","67,68",5,3,5
33521,"0,42",Ideal,G,SI2,"60,7","57,0",829,"4,87","4,84","2,95","69,53",5,4,2
33522,"0,34",Ideal,E,VS2,"62,0","56,0",829,"4,48","4,46","2,77","55,35",5,6,4
33523,"0,34",Ideal,E,VS2,"62,2","57,0",829,"4,46","4,42","2,76","54,41",5,6,4
33524,"0,47",Fair,E,SI1,"67,9","56,0",829,"4,84","4,65","3,24","72,92",1,6,3
33525,"0,35",Ideal,E,VS1,"62,3","56,0",829,"4,5","4,52","2,81","57,16",5,6,5
33526,"0,35",Ideal,D,VS2,"62,5","55,0",829,"4,5","4,55","2,83","57,94",5,7,4
33527,"0,35",Ideal,D,VS2,"61,8","56,0",829,"4,51","4,55","2,8","57,46",5,7,4
33528,"0,35",Ideal,D,VS2,"62,3","55,0",829,"4,52","4,54","2,82","57,87",5,7,4
33529,"0,35",Premium,D,VS2,"61,9","58,0",829,"4,51","4,6","2,82","58,5",4,7,4
33530,"0,35",very Good,E,VS1,"62,3","60,0",829,"4,5","4,52","2,81","57,16",3,6,5
33531,"0,35",Ideal,D,VS2,"60,6","56,0",829,"4,54","4,57","2,76","57,26",5,7,4
33532,"0,35",Ideal,D,VS2,"61,9","55,0",829,"4,5","4,54","2,8","57,2",5,7,4
33533,"0,35",Premium,D,VS2,"60,4","58,0",829,"4,53","4,58","2,75","57,06",4,7,4
33534,"0,35",Ideal,D,VS2,"60,7","56,0",829,"4,56","4,6","2,78","58,31",5,7,4
33535,"0,35",Ideal,D,VS2,"61,8","55,0",829,"4,53","4,56","2,81","58,05",5,7,4
33536,"0,35",Premium,D,VS2,"62,0","58,0",829,"4,54","4,56","2,82","58,38",4,7,4
33537,"0,35",Ideal,D,VS2,"61,6","56,0",829,"4,53","4,56","2,8","57,84",5,7,4
33538,"0,35",Ideal,D,VS2,"62,4","57,0",829,"4,51","4,56","2,83","58,2",5,7,4
33539,"0,35",Ideal,E,VS1,"61,6","57,0",829,"4,5","4,53","2,78","56,67",5,6,5
33540,"0,35",Premium,E,VS1,"60,8","58,0",829,"4,55","4,58","2,78","57,93",4,6,5
33541,"0,35",Ideal,D,VS2,"61,3","56,0",829,"4,54","4,56","2,79","57,76",5,7,4
33542,"0,35",Ideal,D,VS2,"60,9","57,0",829,"4,51","4,55","2,76","56,64",5,7,4
33543,"0,35",Ideal,E,VS1,"61,2","56,0",829,"4,53","4,55","2,78","57,3",5,6,5
33544,"0,35",Ideal,E,VS1,"61,9","56,0",829,"4,51","4,53","2,8","57,2",5,6,5
33545,"0,35",Ideal,D,VS2,"62,0","55,0",829,"4,47","4,53","2,79","56,49",5,7,4
33546,"0,45",Good,E,SI1,"63,9","57,0",829,"4,81","4,86","3,09","72,23",2,6,3
33547,"0,35",Ideal,D,VS2,"62,4","55,0",829,"4,48","4,52","2,81","56,9",5,7,4
33548,"0,35",Premium,D,VS2,"59,7","58,0",829,"4,57","4,61","2,74","57,73",4,7,4
33549,"0,35",Ideal,D,VS2,"61,5","56,0",829,"4,53","4,55","2,79","57,51",5,7,4
33552,"0,42",Ideal,H,VS1,"61,8","55,0",830,"4,82","4,85","2,99","69,9",5,3,5
33553,"0,3",Ideal,G,IF,"62,3","52,8",830,"4,29","4,33","2,69","49,97",5,4,8
33554,"0,3",Ideal,G,IF,"62,0","54,4",830,"4,3","4,32","2,67","49,6",5,4,8
33555,"0,46",Fair,H,VS2,"65,6","58,0",830,"4,8","4,84","3,16","73,41",1,3,4
33556,"0,41",Ideal,J,VS1,"60,2","57,0",830,"4,85","4,81","2,91","67,89",5,1,5
33557,"0,41",Premium,J,VS1,"62,0","55,0",830,"4,77","4,74","2,95","66,7",4,1,5
33558,"0,41",Premium,J,VS1,"61,3","59,0",830,"4,78","4,74","2,92","66,16",4,1,5
33559,"0,41",Premium,J,VS1,"62,1","58,0",830,"4,79","4,75","2,96","67,35",4,1,5
33560,"0,41",Ideal,J,VS1,"62,1","56,0",830,"4,79","4,75","2,96","67,35",5,1,5
33561,"0,41",Ideal,J,VS1,"62,7","57,0",830,"4,75","4,72","2,97","66,59",5,1,5
33562,"0,41",Premium,J,VS1,"60,8","61,0",830,"4,79","4,72","2,89","65,34",4,1,5
33563,"0,41",Good,J,VS1,"63,7","56,0",830,"4,71","4,68","2,99","65,91",2,1,5
33565,"0,45",Premium,I,SI2,"60,1","59,0",830,"4,96","4,92","3,02","73,7",4,2,2
33566,"0,39",Good,E,VS2,"63,1","56,0",830,"4,63","4,69","2,94","63,84",2,6,4
33567,"0,43",Premium,D,SI1,"60,1","58,0",830,"4,89","4,93","2,95","71,12",4,7,3
33568,"0,43",Ideal,D,SI1,"61,5","56,0",830,"4,82","4,87","2,98","69,95",5,7,3
33569,"0,43",Premium,D,SI1,"61,1","59,0",830,"4,83","4,89","2,97","70,15",4,7,3
33570,"0,43",Premium,D,SI1,"61,2","58,0",830,"4,83","4,87","2,97","69,86",4,7,3
33571,"0,3",very Good,G,IF,"61,4","59,0",831,"4,27","4,3","2,63","48,29",3,4,8
33572,"0,45",Ideal,G,SI1,"61,6","54,0",831,"4,96","4,98","3,06","75,58",5,4,3
33573,"0,38",very Good,D,SI1,"62,2","53,8",831,"4,65","4,69","2,9","63,24",3,7,3
33577,"0,36",very Good,D,VS1,"59,0","57,0",832,"4,71","4,74","2,79","62,29",3,7,5
33578,"0,38",Ideal,H,VVS2,"62,2","54,6",832,"4,62","4,66","2,89","62,22",5,3,6
33579,"0,38",Ideal,H,VVS2,"62,5","53,4",832,"4,63","4,66","2,9","62,57",5,3,6
33580,"0,38",Ideal,H,VVS2,"62,1","53,9",832,"4,64","4,69","2,9","63,11",5,3,6
33581,"0,38",Ideal,H,VVS2,"62,3","53,3",832,"4,65","4,69","2,91","63,46",5,3,6
33582,"0,38",Ideal,G,VS1,"61,3","55,8",832,"4,65","4,71","2,87","62,86",5,4,5
33585,"0,41",very Good,E,VS2,"62,7","58,0",833,"4,68","4,73","2,95","65,3",3,6,4
33586,"0,35",very Good,G,IF,"62,1","56,0",833,"4,54","4,57","2,82","58,51",3,4,8
33588,"0,42",Ideal,I,SI1,"61,8","55,0",833,"4,81","4,83","2,98","69,23",5,2,3
33589,"0,41",Fair,G,VVS2,"64,7","56,0",833,"4,68","4,72","3,04","67,15",1,4,6
33590,"0,37",Ideal,G,VS2,"61,3","57,0",833,"4,64","4,6","2,83","60,4",5,4,4
33591,"0,37",Premium,E,SI1,"59,9","59,0",833,"4,7","4,68","2,81","61,81",4,6,3
33592,"0,37",Premium,H,VS1,"60,9","60,0",833,"4,63","4,6","2,81","59,85",4,3,5
33593,"0,37",Premium,G,VS2,"60,1","59,0",833,"4,68","4,64","2,8","60,8",4,4,4
33594,"0,37",Premium,G,VS2,"60,7","57,0",833,"4,69","4,64","2,83","61,59",4,4,4
33595,"0,37",Premium,G,VS2,"59,3","60,0",833,"4,71","4,67","2,78","61,15",4,4,4
33596,"0,37",Premium,G,VS2,"61,2","57,0",833,"4,63","4,59","2,82","59,93",4,4,4
33597,"0,37",Ideal,G,VS2,"61,5","56,0",833,"4,64","4,59","2,84","60,49",5,4,4
33598,"0,37",Ideal,G,VS2,"62,2","57,0",833,"4,64","4,59","2,87","61,12",5,4,4
33599,"0,37",Premium,G,VS2,"61,3","60,0",833,"4,63","4,6","2,83","60,27",4,4,4
33600,"0,37",Ideal,G,VS2,"60,8","57,0",833,"4,66","4,61","2,82","60,58",5,4,4
33601,"0,31",very Good,G,SI1,"58,8","62,0",462,"4,39","4,42","2,59","50,26",3,4,3
33602,"0,31",very Good,G,SI1,"63,0","56,0",462,"4,3","4,34","2,72","50,76",3,4,3
33603,"0,31",very Good,G,SI1,"61,7","55,0",462,"4,37","4,38","2,7","51,68",3,4,3
33604,"0,31",very Good,D,SI2,"61,5","60,0",462,"4,31","4,34","2,66","49,76",3,7,2
33605,"0,31",Ideal,D,SI2,"61,3","56,0",462,"4,36","4,41","2,69","51,72",5,7,2
33606,"0,31",Good,D,SI2,"63,1","54,0",462,"4,33","4,38","2,75","52,15",2,7,2
33607,"0,31",very Good,G,SI1,"62,4","55,0",462,"4,31","4,34","2,7","50,5",3,4,3
33608,"0,31",Ideal,D,SI2,"62,3","56,0",462,"4,35","4,38","2,72","51,82",5,7,2
33609,"0,31",Ideal,D,SI2,"62,0","56,0",462,"4,33","4,35","2,69","50,67",5,7,2
33610,"0,31",Ideal,D,SI2,"62,6","57,0",462,"4,27","4,35","2,7","50,15",5,7,2
33611,"0,31",Good,G,SI1,"63,2","57,0",462,"4,27","4,3","2,71","49,76",2,4,3
33612,"0,31",very Good,D,SI2,"62,9","59,0",462,"4,28","4,31","2,7","49,81",3,7,2
33613,"0,31",Good,D,SI2,"63,9","57,0",462,"4,28","4,33","2,75","50,96",2,7,2
33614,"0,31",very Good,G,SI1,"60,4","58,0",462,"4,39","4,42","2,66","51,61",3,4,3
33615,"0,31",Good,D,SI2,"63,7","55,0",462,"4,32","4,35","2,76","51,87",2,7,2
33616,"0,31",Premium,G,SI1,"60,7","60,0",462,"4,34","4,36","2,64","49,96",4,4,3
33617,"0,31",Premium,G,SI1,"62,6","58,0",462,"4,29","4,34","2,7","50,27",4,4,3
33618,"0,31",Premium,G,SI1,"61,4","58,0",462,"4,31","4,35","2,66","49,87",4,4,3
33619,"0,31",Good,G,SI1,"63,1","59,0",462,"4,29","4,33","2,72","50,53",2,4,3
33620,"0,31",very Good,G,SI1,"61,9","56,0",462,"4,34","4,38","2,7","51,32",3,4,3
33621,"0,27",very Good,E,VS1,"62,3","54,0",463,"4,17","4,21","2,61","45,82",3,6,5
33622,"0,33",Ideal,G,SI2,"61,4","54,0",463,"4,44","4,48","2,74","54,5",5,4,2
33623,"0,33",Ideal,G,SI2,"61,2","56,0",463,"4,48","4,51","2,75","55,56",5,4,2
33624,"0,33",Ideal,G,SI2,"61,7","55,0",463,"4,46","4,48","2,76","55,15",5,4,2
33625,"0,33",Ideal,I,SI1,"61,0","57,0",463,"4,45","4,47","2,72","54,1",5,2,3
33626,"0,33",Ideal,I,SI1,"61,3","56,0",463,"4,44","4,47","2,73","54,18",5,2,3
33627,"0,33",very Good,E,SI2,"60,0","59,0",463,"4,47","4,49","2,69","53,99",3,6,2
33628,"0,33",Premium,E,SI2,"59,7","58,0",463,"4,48","4,53","2,69","54,59",4,6,2
33629,"0,33",Premium,I,VS2,"60,6","58,0",463,"4,44","4,47","2,7","53,59",4,2,4
33630,"0,33",very Good,H,SI1,"63,0","56,0",463,"4,41","4,42","2,78","54,19",3,3,3
33631,"0,37",Premium,G,VS2,"62,8","60,0",833,"4,59","4,55","2,87","59,94",4,4,4
33632,"0,37",Premium,G,VS2,"61,2","60,0",833,"4,63","4,58","2,82","59,8",4,4,4
33633,"0,37",Premium,E,SI1,"60,6","54,0",833,"4,68","4,63","2,82","61,1",4,6,3
33634,"0,37",Premium,E,SI1,"59,3","58,0",833,"4,75","4,73","2,81","63,13",4,6,3
33635,"0,37",Ideal,E,SI1,"61,9","56,0",833,"4,6","4,57","2,84","59,7",5,6,3
33636,"0,37",Premium,E,SI1,"61,8","58,0",833,"4,64","4,59","2,85","60,7",4,6,3
33637,"0,37",Ideal,E,SI1,"62,7","54,0",833,"4,6","4,55","2,87","60,07",5,6,3
33638,"0,38",Premium,G,VS1,"61,0","58,0",833,"4,67","4,71","2,86","62,91",4,4,5
33639,"0,38",Premium,G,VS1,"60,6","58,0",833,"4,64","4,67","2,82","61,11",4,4,5
33640,"0,38",Premium,G,VS1,"61,9","59,0",833,"4,63","4,67","2,88","62,27",4,4,5
33641,"0,38",Premium,G,VS1,"61,9","58,0",833,"4,62","4,66","2,87","61,79",4,4,5
33642,"0,38",Ideal,G,VS1,"61,8","56,0",833,"4,64","4,65","2,87","61,92",5,4,5
33643,"0,38",Premium,H,VVS2,"62,0","58,0",833,"4,62","4,64","2,87","61,52",4,3,6
33644,"0,38",Ideal,H,VVS2,"61,4","57,0",833,"4,63","4,65","2,85","61,36",5,3,6
33645,"0,38",very Good,G,VS1,"61,9","56,0",833,"4,63","4,68","2,88","62,4",3,4,5
33646,"0,38",Ideal,G,VS1,"60,8","56,0",833,"4,66","4,71","2,85","62,55",5,4,5
33647,"0,44",very Good,J,VVS2,"63,6","58,0",834,"4,8","4,83","3,06","70,94",3,1,6
33649,"0,41",very Good,G,VS2,"60,5","56,0",834,"4,81","4,85","2,92","68,12",3,4,4
33650,"0,32",Ideal,D,VVS2,"61,7","57,0",834,"4,39","4,42","2,72","52,78",5,7,6
33651,"0,38",Ideal,H,SI1,"61,2","56,0",834,"4,68","4,63","2,85","61,75",5,3,3
33652,"0,39",Ideal,I,VS2,"62,9","57,0",834,"4,68","4,64","2,93","63,63",5,2,4
33653,"0,39",Premium,H,SI1,"62,0","60,0",834,"4,71","4,65","2,9","63,51",4,3,3
33654,"0,39",Premium,E,SI2,"63,0","61,0",834,"4,65","4,62","2,92","62,73",4,6,2
33655,"0,41",very Good,E,VS1,"62,8","56,0",834,"4,72","4,77","2,98","67,09",3,6,5
33656,"0,41",very Good,E,VS1,"62,8","60,0",834,"4,72","4,77","2,98","67,09",3,6,5
33657,"0,3",Ideal,D,VS1,"62,2","56,0",835,"4,31","4,27","2,67","49,14",5,7,5
33658,"0,3",Ideal,D,VS1,"61,0","57,0",835,"4,32","4,31","2,63","48,97",5,7,5
33659,"0,35",very Good,D,VVS2,"60,0","58,0",835,"4,57","4,59","2,75","57,68",3,7,6
33660,"0,41",very Good,G,VS2,"62,7","60,0",835,"4,71","4,75","2,96","66,22",3,4,4
33662,"0,36",Ideal,E,VS1,"61,4","54,0",835,"4,59","4,63","2,83","60,14",5,6,5
33663,"0,36",Ideal,E,VS1,"61,8","54,0",835,"4,56","4,6","2,83","59,36",5,6,5
33664,"0,36",Ideal,E,VS1,"61,8","55,0",835,"4,58","4,61","2,84","59,96",5,6,5
33665,"0,6",Premium,H,I1,"62,1","62,0",835,"5,33","5,27","3,3","92,69",4,3,1
33666,"0,35",very Good,E,VVS1,"63,0","59,0",835,"4,44","4,48","2,81","55,89",3,6,7
33667,"0,3",very Good,G,IF,"58,4","62,0",835,"4,4","4,43","2,58","50,29",3,4,8
33668,"0,34",very Good,G,VVS1,"59,0","62,0",835,"4,56","4,6","2,7","56,64",3,4,7
33669,"0,34",Ideal,E,VVS2,"62,3","57,0",835,"4,44","4,48","2,78","55,3",5,6,6
33670,"0,38",Ideal,I,VVS2,"62,0","55,0",836,"4,65","4,67","2,89","62,76",5,2,6
33671,"0,41",Good,G,SI1,"64,3","54,0",836,"4,72","4,68","3,02","66,71",2,4,3
33672,"0,41",Ideal,G,SI2,"61,0","57,0",836,"4,82","4,79","2,93","67,65",5,4,2
33673,"0,41",Premium,H,SI2,"62,2","56,0",836,"4,8","4,72","2,96","67,06",4,3,2
33674,"0,3",very Good,E,VVS2,"60,0","55,0",837,"4,36","4,41","2,63","50,57",3,6,6
33676,"0,32",Ideal,E,VVS2,"60,9","55,0",837,"4,41","4,43","2,69","52,55",5,6,6
33677,"0,32",Ideal,E,VVS2,"60,8","56,0",837,"4,43","4,45","2,7","53,23",5,6,6
33678,"0,3",Ideal,E,VVS2,"61,1","55,0",837,"4,34","4,37","2,66","50,45",5,6,6
33679,"0,3",Ideal,E,VVS2,"61,4","55,0",837,"4,32","4,34","2,66","49,87",5,6,6
33680,"0,3",Ideal,E,VVS2,"61,1","57,0",837,"4,34","4,36","2,65","50,14",5,6,6
33681,"0,3",Ideal,E,VVS2,"61,3","54,0",837,"4,34","4,37","2,67","50,64",5,6,6
33682,"0,31",Ideal,I,IF,"62,2","54,0",837,"4,39","4,36","2,72","52,06",5,2,8
33683,"0,31",Ideal,I,IF,"61,3","57,0",837,"4,4","4,34","2,68","51,18",5,2,8
33684,"0,31",Premium,E,VVS2,"60,5","57,0",837,"4,41","4,39","2,66","51,5",4,6,6
33685,"0,4",very Good,E,SI1,"62,2","54,4",837,"4,72","4,76","2,95","66,28",3,6,3
33686,"0,31",Ideal,E,VVS2,"61,6","56,0",837,"4,35","4,39","2,69","51,37",5,6,6
33687,"0,43",very Good,I,VVS2,"60,5","59,0",838,"4,86","4,89","2,95","70,11",3,2,6
33688,"0,41",very Good,D,SI1,"63,0","59,0",838,"4,73","4,76","2,99","67,32",3,7,3
33689,"0,33",very Good,H,IF,"61,2","56,0",838,"4,46","4,5","2,74","54,99",3,3,8
33690,"0,34",Ideal,E,VVS2,"61,8","56,0",838,"4,48","4,52","2,78","56,29",5,6,6
33691,"0,34",Ideal,E,VVS2,"60,8","58,0",838,"4,51","4,53","2,75","56,18",5,6,6
33692,"0,34",Ideal,E,VVS2,"60,9","56,0",838,"4,52","4,54","2,76","56,64",5,6,6
33693,"0,33",Ideal,G,VVS1,"61,6","55,0",838,"4,46","4,47","2,75","54,82",5,4,7
33694,"0,33",Ideal,G,VVS1,"61,8","55,0",838,"4,47","4,5","2,77","55,72",5,4,7
33695,"0,33",Ideal,G,VVS1,"61,7","54,0",838,"4,46","4,49","2,76","55,27",5,4,7
33696,"0,33",Ideal,G,VVS1,"60,9","57,0",838,"4,49","4,51","2,74","55,48",5,4,7
33697,"0,33",Ideal,G,VVS1,"61,7","55,0",838,"4,44","4,48","2,75","54,7",5,4,7
33698,"0,33",Ideal,G,VVS1,"61,7","55,0",838,"4,48","4,5","2,77","55,84",5,4,7
33699,"0,33",Ideal,G,VVS1,"61,1","56,0",838,"4,47","4,5","2,74","55,12",5,4,7
33700,"0,33",Ideal,G,VVS1,"62,0","55,0",838,"4,45","4,49","2,77","55,35",5,4,7
33701,"0,3",Ideal,E,VVS1,"61,5","58,0",838,"4,28","4,31","2,64","48,7",5,6,7
33702,"0,3",Ideal,E,VVS1,"61,6","56,0",838,"4,3","4,34","2,66","49,64",5,6,7
33703,"0,3",Ideal,E,VVS1,"61,2","58,0",838,"4,28","4,31","2,63","48,52",5,6,7
33704,"0,3",Ideal,E,VVS1,"61,6","55,0",838,"4,34","4,36","2,68","50,71",5,6,7
33705,"0,3",Ideal,E,VVS1,"62,1","56,0",838,"4,3","4,33","2,68","49,9",5,6,7
33706,"0,3",Ideal,E,VVS1,"62,8","54,0",838,"4,27","4,3","2,69","49,39",5,6,7
33707,"0,3",Ideal,E,VVS1,"62,6","54,0",838,"4,3","4,33","2,7","50,27",5,6,7
33708,"0,3",Ideal,E,VVS1,"61,2","57,0",838,"4,32","4,34","2,65","49,68",5,6,7
33709,"0,3",Ideal,E,VVS1,"61,6","56,0",838,"4,31","4,32","2,66","49,53",5,6,7
33710,"0,34",Ideal,D,VS1,"61,1","55,0",838,"4,52","4,55","2,77","56,97",5,7,5
33713,"0,44",Ideal,D,SI1,"61,6","56,0",838,"4,9","4,93","3,03","73,2",5,7,3
33714,"0,33",Ideal,H,IF,"61,6","55,0",838,"4,48","4,51","2,77","55,97",5,3,8
33715,"0,33",Ideal,H,IF,"61,1","56,0",838,"4,47","4,5","2,74","55,12",5,3,8
33716,"0,33",Ideal,H,IF,"61,4","54,0",838,"4,47","4,49","2,75","55,19",5,3,8
33717,"0,33",Ideal,H,IF,"62,1","54,0",838,"4,44","4,48","2,77","55,1",5,3,8
33718,"0,33",Ideal,H,IF,"61,8","54,0",838,"4,47","4,49","2,77","55,59",5,3,8
33719,"0,33",Ideal,H,IF,"62,0","55,0",838,"4,46","4,48","2,77","55,35",5,3,8
33720,"0,42",Good,H,SI1,"63,6","57,0",838,"4,79","4,74","3,03","68,79",2,3,3
33721,"0,42",Premium,E,SI2,"58,8","60,0",838,"4,9","4,86","2,87","68,35",4,6,2
33722,"0,42",Premium,E,SI2,"60,1","58,0",838,"4,91","4,87","2,94","70,3",4,6,2
33723,"0,42",very Good,D,SI2,"63,2","57,0",838,"4,77","4,75","3,01","68,2",3,7,2
33724,"0,42",very Good,D,SI2,"63,1","56,0",838,"4,8","4,74","3,01","68,48",3,7,2
33726,"0,38",Ideal,E,SI1,"61,4","57,0",838,"4,67","4,64","2,86","61,97",5,6,3
33727,"0,43",Premium,H,SI2,"62,8","58,0",839,"4,85","4,83","3,04","71,21",4,3,2
33728,"0,41",very Good,H,VVS2,"61,3","54,0",839,"4,75","4,87","2,95","68,24",3,3,6
33731,"0,35",Ideal,H,VVS1,"60,5","57,0",839,"4,58","4,59","2,77","58,23",5,3,7
33732,"0,39",Ideal,E,VS2,"60,5","56,0",839,"4,75","4,77","2,88","65,25",5,6,4
33733,"0,39",Ideal,E,VS2,"60,9","55,0",839,"4,73","4,76","2,89","65,07",5,6,4
33735,"0,31",Ideal,G,IF,"61,6","56,0",839,"4,37","4,4","2,7","51,92",5,4,8
33736,"0,41",very Good,G,VS1,"58,9","60,0",839,"4,84","4,87","2,86","67,41",3,4,5
33737,"0,33",Ideal,D,VS1,"61,0","56,0",839,"4,45","4,47","2,72","54,1",5,7,5
33738,"0,3",very Good,E,VVS2,"62,9","55,0",840,"4,25","4,27","2,68","48,64",3,6,6
33739,"0,38",very Good,G,VS1,"63,5","59,0",840,"4,58","4,61","2,92","61,65",3,4,5
